index,id,title,soup,vote_count,poster_path,overview
36,614930,Teenage Mutant Ninja Turtles: Mutant Mayhem,new york city sibling relationship skateboarding crime fighter turtle superhero ninja duringcreditsstinger teenage mutant ninja turtles aspiring journalist anthropomorphic animal Animation Comedy Action MicahAbbey ShamonBrownJr. NicolasCantu BradyNoon AyoEdebiri JeffRowe,435.0,/ueO9MYIOHO7M1PiMUeX74uf8fB9.jpg,After years of being sheltered from the human world the Turtle brothers set out to win the hearts of New Yorkers and be accepted as normal teenagers through heroic acts. Their new friend April O'Neil helps them take on a mysterious crime syndicate but they soon get in over their heads when an army of mutants is unleashed upon them.
40,603692,John Wick: Chapter 4,new york city martial arts hitman sequel organized crime osaka japan aftercreditsstinger hunted professional assassin neo noir berlin Action Thriller Crime KeanuReeves DonnieYen BillSkarsgård IanMcShane LaurenceFishburne ChadStahelski,4159.0,/vZloFAK7NmvMGKE7VkF5UHaz0I.jpg,With the price on his head ever increasing John Wick uncovers a path to defeating The High Table. But before he can earn his freedom Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.
43,502356,The Super Mario Bros. Movie,video game gorilla plumber magic mushroom anthropomorphism based on video game toad aftercreditsstinger duringcreditsstinger damsel in distress piano brother brother relationship evil king Animation Family Adventure Fantasy Comedy ChrisPratt AnyaTaylor Joy CharlieDay JackBlack MichaelJelenic,6262.0,/qNBAXBIQlnOThrVvA6mA2B5ggV6.jpg,While working underground to fix a water main Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated Mario embarks on an epic quest to find Luigi.
44,713704,Evil Dead Rise,sibling relationship earthquake pregnancy sequel gore los angeles california demon evil necronomicon reboot demonic possession motherhood sisterhood sister sister relationship body horror apartment Thriller Horror LilySullivan AlyssaSutherland MorganDavies GabrielleEchols NellFisher LeeCronin,1937.0,/mIBCtPvKZQlxubxKMeViO2UrP3q.jpg,A reunion between two estranged sisters gets cut short by the rise of flesh-possessing demons thrusting them into a primal battle for survival as they face the most nightmarish version of family imaginable.
45,872585,Oppenheimer,based on novel or book husband wife relationship new mexico patriotism atomic bomb world war ii atomic bomb test biography physics politics physicist based on true story jewish american guilt nuclear weapons red scare prometheus 1940s ethics new mexico desert 20th century manhattan project los alamos Drama History CillianMurphy EmilyBlunt MattDamon RobertDowneyJr. FlorencePugh ChristopherNolan,2906.0,/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg,The story of J. Robert Oppenheimer’s role in the development of the atomic bomb during World War II.
51,676547,Prey for the Devil,nun exorcism catholic church demonic possession Horror Thriller JacquelineByers ColinSalmon ChristianNavarro LisaPalfrey NicholasRalph DanielStamm,544.0,/iCvgemXf2Kpr2LvpDmt5J9NhjKM.jpg,In response to a global rise in demonic possessions the Catholic Church reopens exorcism schools to train priests in the Rite of Exorcism. On this spiritual battlefield an unlikely warrior rises: a young nun Sister Ann. Thrust onto the spiritual frontline with fellow student Father Dante Sister Ann finds herself in a battle for the soul of a young girl and soon realizes the Devil has her right where he wants her.
52,838484,Choose or Die,video game computer prize tech noir quest 1980s cursed Horror Thriller Science Fiction IolaEvans AsaButterfield RobertEnglund AngelaGriffin RyanGage TobyMeakins,577.0,/jEYE5BPFd5FuPa1judcjpW6xqKp.jpg,In pursuit of an unclaimed $125000 prize a broke college dropout decides to play an obscure 1980s survival computer game. But the game curses her and she’s faced with dangerous choices and reality-warping challenges. After a series of unexpectedly terrifying moments she realizes she’s no longer playing for the money but for her life.
61,678512,Sound of Freedom,kidnapping human trafficking based on true story children's rights child kidnapping lost children children in danger save children Action Drama JimCaviezel MiraSorvino BillCamp KurtFuller GerardoTaracena AlejandroGómezMonteverde,370.0,/kSf9svfL2WrKeuK8W08xeR5lTn8.jpg,The story of Tim Ballard a former US government agent who quits his job in order to devote his life to rescuing children from global sex traffickers.
62,283995,Guardians of the Galaxy Vol. 2,sequel superhero based on comic misfit space aftercreditsstinger duringcreditsstinger marvel cinematic universe (mcu) Adventure Action Science Fiction ChrisPratt ZoeSaldaña DaveBautista VinDiesel BradleyCooper JamesGunn,19621.0,/y4MBh0EjBlMuOzv9axM4qJlmhzz.jpg,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.
65,800815,The Pale Blue Eye,detective based on novel or book winter investigation historical figure murder gothic horror occult west point book 1830s Mystery Crime Horror ChristianBale HarryMelling LucyBoynton TobyJones SimonMcBurney ScottCooper,962.0,/9xkGlFRqrN8btTLU0KQvOfn2PHr.jpg,West Point New York 1830. When a cadet at the burgeoning military academy is found hanged with his heart cut out the top brass summons former New York City constable Augustus Landor to investigate. While attempting to solve this grisly mystery the reluctant detective engages the help of one of the cadets: a strange but brilliant young fellow by the name of Edgar Allan Poe
69,700391,65,monster asteroid cave giant monster dinosaur quicksand crash landing alien race sick child prehistoric adventure prehistoric times shipwrecked prehistory man vs nature father daughter relationship alien spaceship Science Fiction Adventure Thriller AdamDriver ArianaGreenblatt ChloeColeman NikaKing BrianDare ScottBeck,1118.0,/rzRb63TldOKdKydCvWJM8B6EkPM.jpg,65 million years ago the only 2 survivors of a spaceship from Somaris that crash-landed on Earth must fend off dinosaurs and reach the escape vessel in time before an imminent asteroid strike threatens to destroy the planet.
71,661374,Glass Onion: A Knives Out Mystery,detective greece investigation satire sequel murder mystery billionaire whodunit puzzle box clue identical twin murder mystery arrested development covid 19 Comedy Crime Mystery DanielCraig EdwardNorton JanelleMonáe KathrynHahn LeslieOdomJr. RianJohnson,3584.0,/vDGr1YdrlfbU9wxTOdpf3zChmv9.jpg,World-famous detective Benoit Blanc heads to Greece to peel back the layers of a mystery surrounding a tech billionaire and his eclectic crew of friends.
74,899112,Violent Night,holiday santa claus mercenary saving christmas booby trap duringcreditsstinger christmas Action Comedy Crime Thriller DavidHarbour JohnLeguizamo BeverlyD'Angelo AlexHassell AlexisLouder TommyWirkola,1265.0,/1XSYOP0JjjyMz1irihvWywro82r.jpg,When a team of mercenaries breaks into a wealthy family compound on Christmas Eve taking everyone inside hostage the team isn’t prepared for a surprise combatant: Santa Claus is on the grounds and he’s about to show why this Nick is no saint.
76,176,Saw,detective shotgun sadism flashback hospital doctor torture sadist cult film survival horror chained bludgeoning death match booby trap mind game extreme violence Horror Mystery Crime CaryElwes LeighWhannell DannyGlover MonicaPotter KenLeung JamesWan,8377.0,/4da0TS3iQ1IzuyhDS8elgkmOfrN.jpg,Obsessed with teaching his victims the value of life a deranged sadistic serial killer abducts the morally wayward. Once captured they must face impossible choices in a horrific game of survival. The victims must fight to win their lives back or die trying...
77,884605,No Hard Feelings,romantic comedy bankruptcy craigslist socially awkward uber arrested development late coming of age helicopter parenting Comedy Romance JenniferLawrence AndrewBarthFeldman LauraBenanti MatthewBroderick NatalieMorales GeneStupnitsky,275.0,/gD72DhJ7NbfxvtxGiAzLaa0xaoj.jpg,On the brink of losing her childhood home Maddie discovers an intriguing job listing: wealthy helicopter parents looking for someone to “date” their introverted 19-year-old son Percy before he leaves for college. To her surprise Maddie soon discovers the awkward Percy is no sure thing.
78,616037,Thor: Love and Thunder,ex girlfriend hero greek mythology sequel superhero based on comic shadow norse mythology aftercreditsstinger duringcreditsstinger marvel cinematic universe (mcu) heroes norse god colorless child abduction thor Fantasy Action Comedy ChrisHemsworth NataliePortman ChristianBale TessaThompson TaikaWaititi TaikaWaititi,5488.0,/pIkRyD18kl4FhoCNQuWxWu5cBLM.jpg,After his retirement is interrupted by Gorr the God Butcher a galactic killer who seeks the extinction of the gods Thor Odinson enlists the help of King Valkyrie Korg and ex-girlfriend Jane Foster who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late.
79,385128,F9,speed sequel family relationships duringcreditsstinger fast car brother brother relationship Action Adventure Crime Thriller VinDiesel MichelleRodriguez TyreseGibson Ludacris JohnCena JustinLin,6314.0,/bOFaAXmWWXC3Rbv4u4uM9ZSzRXP.jpg,Dominic Toretto and his crew battle the most skilled assassin and high-performance driver they've ever encountered: his forsaken brother.
84,325358,Superfast!,car race parody spoof Comedy Action AlexAshbaugh DalePavinski AndreaNavedo LiliMirojnick GonzaloMenendez JasonFriedberg,351.0,/iuIWl90qCpoxv6g775JB6Kg0m86.jpg,Undercover cop Lucas White joins Vin Serento's LA gang of illegal street racers. They are fast and they are furious and they plan to double cross LA crime kingpin Juan Carlos de la Sol who hides his cash in a downtown Taco Bell. The gang's outrageous plan is as daring as it is ridiculous and will see them towing the whole restaurant at crazy speeds.
85,551271,Medieval, History Action Drama BenFoster SophieLowe MichaelCaine TilSchweiger MatthewGoode PetrJákl,339.0,/eeUNWsdoiOijOZAMaWFDA5Pb1n8.jpg,The story of 14th century Czech icon and warlord Jan Zizka who defeated armies of the Teutonic Order and the Holy Roman Empire.
87,411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",saving the world sibling relationship witch based on novel or book self sacrifice winter cupboard beaver lion fairy tale epic surrealism battle based on children's book fantasy world duringcreditsstinger 1940s high fantasy based on young adult novel faun good versus evil Adventure Family Fantasy GeorgieHenley SkandarKeynes WilliamMoseley AnnaPopplewell TildaSwinton AndrewAdamson,9361.0,/iREd0rNCjYdf5Ar0vfaW32yrkm.jpg,Siblings Lucy Edmund Susan and Peter step through a magical wardrobe and find the land of Narnia. There they discover a charming once peaceful kingdom that has been plunged into eternal winter by the evil White Witch Jadis. Aided by the wise and magnificent lion Aslan the children lead Narnia into a spectacular climactic battle to be free of the Witch's glacial powers forever.
88,545611,Everything Everywhere All at Once,mother philosophy martial arts kung fu generations conflict chinese woman laundromat chinese east asian lead family hot dog asian woman multiverse chinese immigrant mother daughter relationship asian american intergenerational trauma internal revenue service Action Adventure Science Fiction MichelleYeoh StephanieHsu KeHuyQuan JamesHong JamieLeeCurtis DanielScheinert,4164.0,/w3LxiVYdWWRvEVdn5RYq6jIqkb1.jpg,An aging Chinese immigrant is swept up in an insane adventure where she alone can save what's important to her by connecting with the lives she could have led in other universes.
89,555604,Guillermo del Toro's Pinocchio,italy based on novel or book fascism woodcutter musical greed benito mussolini stop motion dark fantasy duringcreditsstinger 1940s wooden dummy pinocchio Animation Fantasy Drama Music GregoryMann EwanMcGregor DavidBradley ChristophWaltz TildaSwinton GuillermodelToro,2129.0,/vx1u0uwxdlhV2MUzj4VlcMB0N6m.jpg,During the rise of fascism in Mussolini's Italy a wooden boy brought magically to life struggles to live up to his father's expectations.
93,663712,Terrifier 2,clown halloween resurrection sequel gore slasher killer killer clown duringcreditsstinger evil clown halloween night graphic violence megaslasher Horror LaurenLaVera DavidHowardThornton ElliottFullam SarahVoigt KaileyHyman DamienLeone,1033.0,/8gLhu8UFPZfH2Hv11JhTZkb9CVl.jpg,After being resurrected by a sinister entity Art the Clown returns to Miles County where he must hunt down and destroy a teenage girl and her younger brother on Halloween night.  As the body count rises the siblings fight to stay alive while uncovering the true nature of Art's evil intent.
98,480530,Creed II,sports sequel rivalry los angeles california boxing dedicated box ring ukraine Drama MichaelB.Jordan SylvesterStallone TessaThompson WoodHarris RussellHornsby StevenCapleJr.,4667.0,/v3QyboWRoA4O9RbcsqH8tJMe8EB.jpg,Between personal obligations and training for his next big fight against an opponent with ties to his family's past Adonis Creed is up against the challenge of his life.
99,507086,Jurassic World Dominion,giant monster dinosaur child kidnapping jurassic animal sanctuary shot on film Adventure Action Science Fiction ChrisPratt BryceDallasHoward LauraDern JeffGoldblum SamNeill ColinTrevorrow,4493.0,/kAVRgw7GgK1CfYEJq8ME6EvRIgU.jpg,Four years after the destruction of Isla Nublar Biosyn operatives attempt to track down Maisie Lockwood while Dr Ellie Sattler investigates a genetically engineered swarm of giant insects.
102,312221,Creed,underdog mexico mentor trainer sports cancer spin off underground fighting motivational speaker boxing legacy Drama MichaelB.Jordan SylvesterStallone TessaThompson PhyliciaRashād AndreWard RyanCoogler,6549.0,/1BfTsk5VWuw8FCocAhCyqnRbEzq.jpg,The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson the son of his late friend and former rival Apollo Creed.
103,877269,Strange World,monster harmony farmer explorer lgbt teen alternative world Animation Family Adventure Science Fiction JakeGyllenhaal DennisQuaid JaboukieYoung White GabrielleUnion DonHall,831.0,/fHMqfsYyl3lskPK2RiFRwhzwuep.jpg,A journey deep into an uncharted and treacherous land where fantastical creatures await the legendary Clades—a family of explorers whose differences threaten to topple their latest and by far most crucial mission.
104,877703,Teen Wolf: The Movie,sequel werewolf supernatural creature based on movie banshee northern california based on tv series 2020s Action Fantasy TV Movie TylerPosey CrystalReed HollandRoden TylerHoechlin ShelleyHennig RussellMulcahy,504.0,/wAkpPm3wcHRqZl8XjUI3Y2chYq2.jpg,The wolves are howling once again as a terrifying ancient evil emerges in Beacon Hills. Scott McCall no longer a teenager yet still an Alpha must gather new allies and reunite trusted friends to fight back against this powerful and deadly enemy.
105,760741,Beast,wild animal Thriller IdrisElba LeahSavaJeffries IyanaHalley SharltoCopley MartinMunro BaltasarKormákur,1020.0,/xIGr7UHsKf0URWmyyd5qFMAq4d8.jpg,A recently widowed man and his two teenage daughters travel to a game reserve in South Africa. However their journey of healing soon turns into a fight for survival when a bloodthirsty lion starts to stalk them.
106,505642,Black Panther: Wakanda Forever,loss of loved one hero royal family sequel superhero based on comic royalty underwater political intrigue  death in family mourning death of brother duringcreditsstinger death of king marvel cinematic universe (mcu) hidden civilization yucatan mayans Action Adventure Science Fiction LetitiaWright LupitaNyong'o DanaiGurira WinstonDuke DominiqueThorne RyanCoogler,5090.0,/sv1xJUazXeYqALzczSZ3O6nkH75.jpg,Queen Ramonda Shuri M’Baku Okoye and the Dora Milaje fight to protect their nation from intervening world powers in the wake of King T’Challa’s death.  As the Wakandans strive to embrace their next chapter the heroes must band together with the help of War Dog Nakia and Everett Ross and forge a new path for the kingdom of Wakanda.
112,718930,Bullet Train,japan assassin based on novel or book mission train luck deadly snake duringcreditsstinger one location shot on film Action Comedy Thriller BradPitt JoeyKing AaronTaylor Johnson BrianTyreeHenry DavidLeitch,3601.0,/tVxDe01Zy3kZqaZRNiXFGDICdZk.jpg,Unlucky assassin Ladybug is determined to do his job peacefully after one too many gigs gone off the rails. Fate however may have other plans as Ladybug's latest mission puts him on a collision course with lethal adversaries from around the globe—all with connected yet conflicting objectives—on the world's fastest train.
114,76600,Avatar: The Way of Water,loss of loved one dying and death alien life form resurrection sequel dysfunctional family alien planet distant future adopted child rebirth family dynamics adopted son stronger villain war Science Fiction Adventure Action SamWorthington ZoeSaldaña SigourneyWeaver StephenLang KateWinslet JamesCameron,9794.0,/t6HIqrRAclMCA60NsSmeqe9RmNV.jpg,Set more than a decade after the events of the first film learn the story of the Sully family (Jake Neytiri and their kids) the trouble that follows them the lengths they go to keep each other safe the battles they fight to stay alive and the tragedies they endure.
115,675353,Sonic the Hedgehog 2,sequel based on video game duringcreditsstinger hedgehog live action and animation Action Adventure Family Comedy JamesMarsden BenSchwartz TikaSumpter NatashaRothwell AdamPally JeffFowler,3716.0,/6DrHO1jr3qVrViUO6s6kFiAGM7.jpg,After settling in Green Hills Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns this time with a new partner Knuckles in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick Tails and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.
116,361743,Top Gun: Maverick,fighter pilot u.s. navy sequel nuclear weapons military Action Drama TomCruise MilesTeller JenniferConnelly JonHamm GlenPowell JosephKosinski,7187.0,/62HCnUTziyWcpDaBO2i1DX17ljH.jpg,After more than thirty years of service as one of the Navy’s top aviators and dodging the advancement in rank that would ground him Pete “Maverick” Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.
